-5.933059453964233398e-01,6.770744919776916504e-02,-8.037328720092773438e+00,-7.827144145965576172e+00
-9.885667562484741211e-01,-1.955718696117401123e-01,-8.213186264038085938e+00,-8.078979492187500000e+00
-5.295844674110412598e-01,4.472647309303283691e-01,-8.248332977294921875e+00,-8.078735351562500000e+00
2.525533199310302734e+00,4.722560942173004150e-02,-6.179057121276855469e+00,-7.431384563446044922e+00
-1.479640603065490723e+00,1.383574724197387695e+00,-6.985873699188232422e+00,-6.888497352600097656e+00
-4.453387856483459473e-01,-1.723991155624389648e+00,-8.100011825561523438e+00,-7.457090377807617188e+00
-5.211703181266784668e-01,-2.157794833183288574e-01,-8.525676727294921875e+00,-8.426096916198730469e+00
1.109423995018005371e+00,-1.380201816558837891e+00,-7.610179901123046875e+00,-7.996947765350341797e+00
1.656725525856018066e+00,2.716801166534423828e+00,-7.220184326171875000e+00,-6.143000602722167969e+00
-3.681664466857910156e-01,3.085179924964904785e-01,-8.588653564453125000e+00,-8.498852729797363281e+00
-2.057686328887939453e+00,1.496189117431640625e+00,-7.388686180114746094e+00,-6.626245498657226562e+00
1.452791810035705566e+00,-1.428562164306640625e+00,-7.434075355529785156e+00,-7.750932216644287109e+00
1.018900394439697266e+00,-8.629792332649230957e-01,-7.189250946044921875e+00,-7.634226799011230469e+00
1.590749502182006836e+00,9.535591006278991699e-01,-6.891241550445556641e+00,-7.649522304534912109e+00
2.820953607559204102e+00,1.792119026184082031e+00,-6.780183792114257812e+00,-7.326316833496093750e+00
-1.130251407623291016e+00,4.524174690246582031e+00,-6.084763050079345703e+00,-5.531202316284179688e+00
-3.136098861694335938e+00,1.106153488159179688e+00,-5.122526645660400391e+00,-6.116755962371826172e+00
1.253983855247497559e+00,1.229578256607055664e+00,-7.011282920837402344e+00,-7.361139297485351562e+00
1.413578748703002930e+00,-3.492774367332458496e-01,-7.050789833068847656e+00,-7.904391288757324219e+00
2.821279168128967285e-01,1.170104026794433594e+00,-7.582386016845703125e+00,-7.310620307922363281e+00
-9.744620323181152344e-01,4.026362299919128418e-01,-8.019821166992187500e+00,-8.120738983154296875e+00
9.526546001434326172e-01,9.913166165351867676e-01,-7.198393821716308594e+00,-7.657222270965576172e+00
-9.701753258705139160e-01,4.137130379676818848e-01,-8.122545242309570312e+00,-8.110903739929199219e+00
-2.189385652542114258e+00,-1.658303499221801758e+00,-6.284241676330566406e+00,-6.336434364318847656e+00
7.694324254989624023e-01,-6.381238102912902832e-01,-8.383052825927734375e+00,-8.460483551025390625e+00
-1.255762696266174316e+00,1.884771823883056641e+00,-6.787972927093505859e+00,-7.043559074401855469e+00
5.096092447638511658e-02,7.497268915176391602e-02,-8.348829269409179688e+00,-7.789222240447998047e+00
