8.143365383148193359e-03,9.651418804423883557e-05,9.273306932300329208e-05,-9.200523345498368144e-05
-1.303540542721748352e-02,1.235891977557912469e-05,9.361167030874639750e-06,-5.808971764054149389e-06
4.913687705993652344e-03,8.368082490051165223e-05,8.001917740330100060e-05,-7.886063394835218787e-05
1.519203186035156250e-03,7.019262557150796056e-05,6.665653199888765812e-05,-6.504530756501480937e-05
3.707259893417358398e-04,6.562907219631597400e-05,6.213545566424727440e-05,-6.037107232259586453e-05
-1.018693670630455017e-03,6.010811921441927552e-05,5.666590004693716764e-05,-5.471622716868296266e-05
6.862178444862365723e-03,9.142330236500129104e-05,8.768957923166453838e-05,-8.679087477503344417e-05
6.732061505317687988e-03,9.090627281693741679e-05,8.717736636754125357e-05,-8.626131602795794606e-05
1.277121901512145996e-02,1.149032541434280574e-04,1.109509757952764630e-04,-1.108403012040071189e-04
1.006364822387695312e-03,6.815481901867315173e-05,6.463770114351063967e-05,-6.295808270806446671e-05
6.772533059120178223e-03,9.106708603212609887e-05,8.733668073546141386e-05,-8.642602915642783046e-05
3.091007471084594727e-03,7.643829303560778499e-05,7.284406456165015697e-05,-7.144244591472670436e-05
2.246014773845672607e-03,7.308065687539055943e-05,6.951767136342823505e-05,-6.800337723689153790e-05
-1.282392069697380066e-03,5.906030128244310617e-05,5.562783189816400409e-05,-5.364299431676045060e-05
-6.614575162529945374e-03,3.787251625908538699e-05,3.463726898189634085e-05,-3.194133751094341278e-05
1.271463930606842041e-03,6.920821761013939977e-05,6.568129174411296844e-05,-6.403701991075649858e-05
5.087722092866897583e-03,8.437237556790933013e-05,8.070429612416774035e-05,-7.956896297400817275e-05
-1.730926334857940674e-02,-4.623540007742121816e-06,-7.463215297320857644e-06,1.158536906586959958e-05
-5.949869751930236816e-03,4.051376890856772661e-05,3.725393617060035467e-05,-3.464665496721863747e-05
-3.015084192156791687e-03,5.217533907853066921e-05,4.880695632891729474e-05,-4.659104888560250401e-05
-5.139764398336410522e-04,6.211364961927756667e-05,5.865276034455746412e-05,-5.677039007423445582e-05
-3.769015893340110779e-03,4.917953629046678543e-05,4.583903501043096185e-05,-4.352258838480338454e-05
7.930137217044830322e-04,6.730706809321418405e-05,6.379783735610544682e-05,-6.208976992638781667e-05
-1.794276759028434753e-03,5.702629277948290110e-05,5.361275543691590428e-05,-5.155964754521846771e-05
1.488047093152999878e-02,1.232844952028244734e-04,1.192542113130912185e-04,-1.194248252431862056e-04
2.549283206462860107e-03,7.428573007928207517e-05,7.071152504067867994e-05,-6.923767068656161427e-05
-4.092574119567871094e-03,4.789386002812534571e-05,4.456532769836485386e-05,-4.220572736812755466e-05
-1.382444240152835846e-02,9.223629604093730450e-06,6.255060725379735231e-06,-2.597633283585309982e-06
-5.243277177214622498e-03,4.332145908847451210e-05,4.003549111075699329e-05,-3.752244083443656564e-05
-2.317192032933235168e-03,5.494845390785485506e-05,5.155425606062635779e-05,-4.943141539115458727e-05
-1.183517463505268097e-02,1.712812081677839160e-05,1.408597017871215940e-05,-1.069383142748847604e-05
8.413746953010559082e-03,9.758854139363393188e-05,9.379744005855172873e-05,-9.310566383646801114e-05
-1.156185567378997803e-02,1.821416663005948067e-05,1.516190968686714768e-05,-1.180621620733290911e-05
1.714406162500381470e-02,1.322790340054780245e-04,1.281650183955207467e-04,-1.286375045310705900e-04
2.049956470727920532e-03,7.230160554172471166e-05,6.874588143546134233e-05,-6.720543751725926995e-05
-3.762042149901390076e-03,4.920724313706159592e-05,4.586649447446689010e-05,-4.355097189545631409e-05
-2.021931111812591553e-03,5.612169479718431830e-05,5.271658301353454590e-05,-5.063311982667073607e-05
1.617724075913429260e-02,1.284372992813587189e-04,1.243590522790327668e-04,-1.247025793418288231e-04
-2.549765631556510925e-03,5.402430542744696140e-05,5.063871503807604313e-05,-4.848485696129500866e-05
-3.063626587390899658e-03,5.198244616622105241e-05,4.861586057813838124e-05,-4.639348480850458145e-05
2.978149801492691040e-03,7.598984666401520371e-05,7.239979458972811699e-05,-7.098312926245853305e-05
-6.547044962644577026e-03,3.814085357589647174e-05,3.490311064524576068e-05,-3.221618680981919169e-05
2.645254135131835938e-03,7.466706301784142852e-05,7.108932186383754015e-05,-6.962827319512143731e-05
-5.050605162978172302e-03,4.408704990055412054e-05,4.079395876033231616e-05,-3.830659989034757018e-05
7.679037749767303467e-03,9.466913616051897407e-05,9.090520325116813183e-05,-9.011544898385182023e-05
2.936489880084991455e-03,7.582430407637730241e-05,7.223577995318919420e-05,-7.081357034621760249e-05
-4.909211769700050354e-03,4.464889207156375051e-05,4.135056951781734824e-05,-3.888206265401095152e-05
-2.211611717939376831e-03,5.536798562388867140e-05,5.196988786337897182e-05,-4.986112617189064622e-05
5.135279148817062378e-03,8.456134673906490207e-05,8.089149196166545153e-05,-7.976250344654545188e-05
-1.098899170756340027e-03,5.978942499496042728e-05,5.635016714222729206e-05,-5.438979860628023744e-05
1.590900123119354248e-03,7.047752296784892678e-05,6.693878094665706158e-05,-6.533711712108924985e-05
-7.515549659729003906e-04,6.116962322266772389e-05,5.771751602878794074e-05,-5.580347351497039199e-05
-4.997231066226959229e-03,4.429913678904995322e-05,4.100407386431470513e-05,-3.852383088087663054e-05
3.115162253379821777e-03,7.653427746845409274e-05,7.293916132766753435e-05,-7.154077320592477918e-05
2.377808094024658203e-02,1.586397702340036631e-04,1.542803656775504351e-04,-1.556375354994088411e-04
1.462860777974128723e-02,1.222837017849087715e-04,1.182627311209216714e-04,-1.183997446787543595e-04
1.177137345075607300e-02,1.109303047996945679e-04,1.070150028681382537e-04,-1.067709890776313841e-04
1.118375360965728760e-02,1.085953626898117363e-04,1.047018013196066022e-04,-1.043794109136797488e-04
-1.168591901659965515e-03,5.951249477220699191e-05,5.607581260846927762e-05,-5.410615267464891076e-05
5.412679165601730347e-03,8.566361066186800599e-05,8.198351133614778519e-05,-8.089151378953829408e-05
-3.720397129654884338e-03,4.937272024108096957e-05,4.603042907547205687e-05,-4.372046532807871699e-05
-1.604478806257247925e-03,5.778046761406585574e-05,5.435990897240117192e-05,-5.233211413724347949e-05
-3.715980798006057739e-03,4.939027712680399418e-05,4.604781861416995525e-05,-4.373843694338575006e-05
2.844765782356262207e-03,7.545983680756762624e-05,7.187470328062772751e-05,-7.044025551294907928e-05
7.032301276922225952e-03,9.209928248310461640e-05,8.835927292238920927e-05,-8.748326945351436734e-05
2.916924655437469482e-03,7.574656774522736669e-05,7.215877121780067682e-05,-7.073394226608797908e-05
1.757124066352844238e-02,1.339764567092061043e-04,1.298466377193108201e-04,-1.303760800510644913e-04
-1.810692809522151947e-02,-7.793114491505548358e-06,-1.060328213497996330e-05,1.483181040384806693e-05
-9.353674948215484619e-03,2.698852040339261293e-05,2.385459083598107100e-05,-2.079337718896567822e-05
1.864295452833175659e-03,7.156386709539219737e-05,6.801501149311661720e-05,-6.644981476711109281e-05
