2.623527944087982178e-01,4.687463641166687012e-01,4.192685484886169434e-01,-2.119781970977783203e-01,-5.527193546295166016e+00,-6.024145603179931641e+00,-5.763782024383544922e+00,-6.482803821563720703e+00
-8.069819808006286621e-01,-7.135316729545593262e-01,-1.056992769241333008e+00,1.174069523811340332e+00,-6.056990623474121094e+00,-5.159444808959960938e+00,-5.245469093322753906e+00,-5.880629539489746094e+00
1.143009543418884277e+00,-7.378070950508117676e-01,-1.094151496887207031e+00,7.473204135894775391e-01,-4.990103244781494141e+00,-5.098910808563232422e+00,-4.854071140289306641e+00,-5.901694774627685547e+00
9.235084652900695801e-01,-2.614401340484619141e+00,2.876827120780944824e-01,-9.020777344703674316e-01,-4.592986106872558594e+00,-4.810911178588867188e+00,-4.662998676300048828e+00,-5.390480518341064453e+00
-7.807685136795043945e-01,3.015905022621154785e-01,1.122769832611083984e+00,6.741600036621093750e-01,-6.203826427459716797e+00,-5.484000205993652344e+00,-5.489164352416992188e+00,-5.787467956542968750e+00
2.075969725847244263e-01,-1.489692687988281250e+00,8.140296339988708496e-01,1.454673290252685547e+00,-4.937103271484375000e+00,-5.037004470825195312e+00,-5.159541606903076172e+00,-5.521682739257812500e+00
-8.048936724662780762e-01,-6.968430280685424805e-01,-1.199670433998107910e+00,1.382689833641052246e+00,-6.008961677551269531e+00,-5.081973075866699219e+00,-5.142155647277832031e+00,-5.786437988281250000e+00
5.876318216323852539e-01,-1.436337471008300781e+00,2.857140302658081055e-01,4.916595220565795898e-01,-5.114964485168457031e+00,-5.192647933959960938e+00,-5.292095184326171875e+00,-6.028558254241943359e+00
8.883184790611267090e-01,1.683050990104675293e-01,-7.471048831939697266e-01,-1.582433581352233887e+00,-4.747623443603515625e+00,-5.385430335998535156e+00,-5.225860118865966797e+00,-5.666410923004150391e+00
-5.633159279823303223e-01,9.742045998573303223e-01,-3.222092986106872559e-01,1.155328750610351562e+00,-5.967760562896728516e+00,-5.529646873474121094e+00,-5.091437339782714844e+00,-5.654448986053466797e+00
1.840875744819641113e+00,-8.372663855552673340e-01,2.375741481781005859e+00,2.052079200744628906e+00,-5.760808944702148438e+00,-5.762604713439941406e+00,-5.519372940063476562e+00,-5.948771476745605469e+00
-1.089627295732498169e-01,-5.255244970321655273e-01,1.353042840957641602e+00,-1.204395532608032227e+00,-5.430162429809570312e+00,-5.932927608489990234e+00,-5.272352218627929688e+00,-6.264492988586425781e+00
-1.053951621055603027e+00,-4.173274636268615723e-01,6.089387536048889160e-01,-6.576490402221679688e-01,-4.736360073089599609e+00,-5.064768314361572266e+00,-4.917636871337890625e+00,-5.938498497009277344e+00
1.185615539550781250e+00,1.349318176507949829e-01,-5.831543207168579102e-01,-1.386584043502807617e+00,-5.025324821472167969e+00,-5.536432743072509766e+00,-5.389962673187255859e+00,-5.804213523864746094e+00
5.352562665939331055e-01,1.693350553512573242e+00,-3.329463005065917969e-01,-1.710091233253479004e+00,-4.670245170593261719e+00,-4.709230422973632812e+00,-5.102581024169921875e+00,-5.549442768096923828e+00
-4.792274832725524902e-01,-8.030326962471008301e-01,-2.544746696949005127e-01,9.489694833755493164e-01,-6.037153244018554688e+00,-5.289223670959472656e+00,-5.672775268554687500e+00,-6.040926933288574219e+00
-1.117012947797775269e-01,-5.691717863082885742e-01,6.456149220466613770e-01,-4.836550652980804443e-01,-5.460632324218750000e+00,-5.152263641357421875e+00,-5.263404846191406250e+00,-6.145092964172363281e+00
-1.937944740056991577e-01,-1.159912228584289551e+00,9.399304986000061035e-01,-6.168098449707031250e-01,-5.589895248413085938e+00,-5.479146003723144531e+00,-5.191225051879882812e+00,-6.046870231628417969e+00
-6.827650070190429688e-01,1.561492681503295898e-04,-1.979867219924926758e+00,-2.386875629425048828e+00,-4.998970508575439453e+00,-5.713726043701171875e+00,-5.594606876373291016e+00,-6.086652755737304688e+00
-8.335837721824645996e-01,-1.731458306312561035e+00,1.543068170547485352e+00,-1.296798944473266602e+00,-5.164793968200683594e+00,-5.115468978881835938e+00,-4.408405303955078125e+00,-5.544870376586914062e+00
-9.885053038597106934e-01,2.315372377634048462e-01,-2.445185899734497070e+00,-1.258807063102722168e+00,-4.763195037841796875e+00,-5.631893634796142578e+00,-5.469520092010498047e+00,-5.833659172058105469e+00
-1.120234012603759766e+00,1.701777577400207520e-01,-1.181978940963745117e+00,-1.285908102989196777e+00,-5.263689994812011719e+00,-5.748770713806152344e+00,-5.602735519409179688e+00,-5.951339721679687500e+00
4.185614883899688721e-01,-5.365999341011047363e-01,-7.002685070037841797e-01,-1.114051103591918945e+00,-5.435461997985839844e+00,-5.503324985504150391e+00,-5.414034843444824219e+00,-5.779026508331298828e+00
