2.001389741897583008e+00,1.163193583488464355e+00,1.207232475280761719e-01,1.156599819660186768e-01,-3.228703498840332031e+00,-5.525752544403076172e+00,-5.793160438537597656e+00,-7.465799808502197266e+00
-9.132882952690124512e-02,-1.141799092292785645e+00,6.005687713623046875e-01,8.371740579605102539e-02,-8.136940002441406250e+00,-4.345726966857910156e+00,-5.279776573181152344e+00,-7.795834541320800781e+00
-1.529777407646179199e+00,-3.096975564956665039e+00,-1.421547234058380127e-01,-1.447901427745819092e-01,-5.301028251647949219e+00,-1.768340706825256348e+00,-6.453312397003173828e+00,-7.333467006683349609e+00
-4.988968372344970703e-02,9.828312993049621582e-01,-1.250998973846435547e-01,-2.751562595367431641e+00,-7.912456035614013672e+00,-5.966700553894042969e+00,-5.915943145751953125e+00,-1.080038785934448242e+00
2.508345842361450195e-01,-8.048254251480102539e-01,4.538838267326354980e-01,-3.390035033226013184e-02,-7.099969387054443359e+00,-5.462460041046142578e+00,-5.005647659301757812e+00,-7.220154762268066406e+00
-1.814867705106735229e-01,2.325428873300552368e-01,9.597806930541992188e-01,1.656222343444824219e+00,-7.696336269378662109e+00,-6.739787101745605469e+00,-4.349431037902832031e+00,-3.358638763427734375e+00
-1.174205690622329712e-01,-3.511022567749023438e+00,-3.009412288665771484e-01,-8.214214444160461426e-02,-7.023869037628173828e+00,-1.751498222351074219e+00,-6.774354934692382812e+00,-7.093669891357421875e+00
9.395290613174438477e-01,-1.435870051383972168e+00,-2.838887572288513184e-01,6.933775544166564941e-02,-5.510912895202636719e+00,-4.321158885955810547e+00,-6.127337455749511719e+00,-7.395030021667480469e+00
1.667461037635803223e+00,-1.383134007453918457e+00,-1.342970132827758789e-01,-5.932580232620239258e-01,-4.634810447692871094e+00,-5.244925022125244141e+00,-6.256880283355712891e+00,-4.642094135284423828e+00
-1.805771470069885254e+00,6.824188232421875000e-01,-2.893452942371368408e-01,-3.122439086437225342e-01,-4.985465049743652344e+00,-5.854851722717285156e+00,-6.487936496734619141e+00,-7.279608726501464844e+00
1.020116806030273438e+00,2.516390979290008545e-01,-7.343796491622924805e-01,8.619645833969116211e-01,-5.269832611083984375e+00,-6.728146553039550781e+00,-5.088199138641357422e+00,-4.565586090087890625e+00
1.073058009147644043e+00,-1.388285279273986816e+00,7.655295133590698242e-01,3.404766321182250977e-02,-5.124332427978515625e+00,-4.513162612915039062e+00,-4.762944221496582031e+00,-7.156408309936523438e+00
5.614220350980758667e-02,-9.559139609336853027e-02,-4.081143140792846680e-01,2.007478475570678711e-02,-6.858351707458496094e+00,-7.239632129669189453e+00,-6.359201431274414062e+00,-7.425863742828369141e+00
-2.232861042022705078e+00,-2.087541341781616211e+00,-1.998053789138793945e-01,-1.813509166240692139e-01,-4.438587188720703125e+00,-2.724381923675537109e+00,-5.223786830902099609e+00,-7.277727603912353516e+00
-1.262150704860687256e-02,3.440897762775421143e-01,-1.408398151397705078e-01,8.306917548179626465e-02,-7.758614540100097656e+00,-6.535995960235595703e+00,-5.604809284210205078e+00,-7.723761558532714844e+00
1.097364649176597595e-01,-3.883871063590049744e-02,-2.079575061798095703e+00,7.630637884140014648e-01,-6.966789245605468750e+00,-7.168398380279541016e+00,-3.546382904052734375e+00,-4.920981407165527344e+00
3.204748630523681641e-01,1.154517829418182373e-01,6.304472684860229492e-01,-8.340498805046081543e-02,-7.119662284851074219e+00,-6.755043506622314453e+00,-4.763922691345214844e+00,-7.206408500671386719e+00
-6.288822889328002930e-01,-1.473797112703323364e-01,7.605668306350708008e-01,-1.004925966262817383e+00,-7.375533580780029297e+00,-5.714759349822998047e+00,-4.760466575622558594e+00,-4.907746315002441406e+00
